debug_id,created_date,begin_date,credit_date,owner_id,client_id,contact_id,opportunity_id,product_id,lead_id,type,source_type,effort,owner_credit_percentage,raw_effort,description
Note.1218493,6/18/18,6/18/18,6/18/18,100000067,100004394,NULL,100005272,100201997,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#84926
Note.1223839,6/26/18,6/26/18,6/26/18,100000087,100017711,NULL,100003725,100122452,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#88756
Note.1221246,6/19/18,6/19/18,6/19/18,100000068,100020302,NULL,100004424,100230703,NULL,Left Message,Note-Left Message,0,1,1,This is Note#86948
Note.1226612,7/4/18,7/4/18,7/4/18,100000067,100009209,NULL,100000094,100181565,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#81539
Note.1221160,6/19/18,6/19/18,6/19/18,100000164,100027063,NULL,100005892,100143305,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#22911
Note.1220417,6/16/18,6/16/18,6/16/18,100000036,100001246,NULL,100001846,100055988,NULL,Coversation,Note-Coversation,0,1,3,This is Note#86360
Note.1221616,6/20/18,6/20/18,6/20/18,100000067,100001879,NULL,100001852,100191686,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#87196
Note.1228210,7/6/18,7/6/18,7/6/18,100000129,NULL,NULL,NULL,100154181,NULL,Unknown,Note-Note-User-Attached Resume,0,1,0,This is Note#751
JobSubmission.35462,6/26/18,6/26/18,6/26/18,100000115,100023075,NULL,100007614,100217795,NULL,Internal Submission,InternalSubmission,0,1,1,NULL
Note.1223499,6/26/18,6/26/18,6/26/18,100000067,100004394,NULL,100005272,100000394,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.071107638,1,2,This is Note#88518
Note.1228064,7/6/18,7/6/18,7/6/18,100000109,100018652,NULL,100005784,100111032,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#91547
Note.1225356,6/29/18,6/29/18,6/29/18,100000067,100021568,NULL,100002338,100198968,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#89841
Note.1223098,6/23/18,6/23/18,6/23/18,100000155,100018406,NULL,100002037,100045979,NULL,Message - Recruiting,Note-Message - Recruiting,0.091091091,1,2,This is Note#26224
Note.1218945,6/18/18,6/18/18,6/18/18,100000115,100026712,NULL,100008006,100033094,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85284
Note.1225612,6/30/18,6/30/18,6/30/18,100000012,100009604,NULL,100003197,100021890,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#73272
Note.1223764,6/26/18,6/26/18,6/26/18,100000012,100003933,NULL,100004681,100090099,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#80791
Note.1219619,6/15/18,6/15/18,6/15/18,100000115,100026712,NULL,100008006,100155107,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85768
Sendout.109452,6/16/18,6/16/18,6/16/18,100000087,100028067,100014862,100004394,100206580,NULL,Sendout,Sendout,0,1,8,NULL
Note.1220946,6/19/18,6/19/18,6/19/18,100000004,100018652,NULL,100005785,100084960,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#86741
Note.1219979,6/15/18,6/15/18,6/15/18,100000004,100000995,NULL,100007611,100159887,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#86033
Note.1222261,6/21/18,6/21/18,6/21/18,100000071,100003933,NULL,100003184,100153339,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.08178025,1,2,This is Note#87639
Note.1228173,7/6/18,7/6/18,7/6/18,100000012,100003933,NULL,100004687,100114289,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#32611
Note.1218997,6/14/18,6/14/18,6/14/18,100000094,100018857,NULL,100003007,100122406,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#85324
Note.1228502,7/7/18,7/7/18,7/7/18,100000041,100027608,NULL,100001522,100111500,NULL,Client Pass,Note-Client Pass,0.048773951,1,1,This is Note#91814
Note.1223008,6/22/18,6/22/18,6/22/18,100000105,100023035,NULL,100001524,100188393,NULL,Coversation,Note-Coversation,0,1,3,This is Note#88167
Note.1228933,7/10/18,7/10/18,7/10/18,100000154,100018292,NULL,100001639,100147308,NULL,Email-Recruiting,Note-Email-Recruiting,0.12176628,1,3,This is Note#19527
Note.1224303,6/27/18,6/27/18,6/27/18,100000049,100003933,NULL,100004710,100007778,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#89083
Note.1218287,6/12/18,6/12/18,6/12/18,100000069,NULL,NULL,NULL,100017969,NULL,Left Message,Note-Left Message,0,1,1,This is Note#84844
JobSubmission.35239,6/18/18,6/18/18,6/18/18,100000049,100003933,NULL,100002336,100005185,NULL,Internal Submission,InternalSubmission,0,1,1,NULL
Note.1221734,6/20/18,6/20/18,6/20/18,100000115,100026712,NULL,100008006,100196623,NULL,Coversation,Note-Coversation,0,1,3,This is Note#87264
Sendout.109490,6/19/18,6/19/18,6/19/18,100000144,100023075,100022042,100007614,100141083,NULL,Sendout,Sendout,0,1,8,NULL
Note.1224020,6/27/18,6/27/18,6/27/18,100000012,100003933,NULL,100004687,100172874,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#33721
Note.1226468,7/3/18,7/3/18,7/3/18,100000154,NULL,NULL,NULL,100219783,NULL,Unknown,Note-Note-User-Attached Resume,0,1,0,This is Note#25924
Note.1226809,7/4/18,7/4/18,7/4/18,100000087,100007685,NULL,100002153,100016671,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#90769
Note.1221995,6/21/18,6/21/18,6/21/18,100000023,100003933,NULL,100001152,100115386,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1222638,6/22/18,6/22/18,6/22/18,100000012,100003933,NULL,100004687,100043448,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.05180012,1,2,This is Note#33509
Note.1220385,6/16/18,6/16/18,6/16/18,100000067,100001879,NULL,100001852,100111552,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#86336
JobOrder.8247,7/6/18,7/6/18,7/6/18,100000154,100018292,100031686,100006628,NULL,NULL,JobOrder,Opportunity,0.24353256,1,6,NULL
Note.1219021,6/14/18,6/14/18,6/14/18,100000023,100003933,NULL,100002017,100140526,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1226640,7/4/18,7/4/18,7/4/18,100000005,100000995,100005073,100007611,NULL,NULL,Message - BD Current Client,Note-Message - BD Current Client,0.035597097,1,1,This is Note#90653
Note.1224804,6/28/18,6/28/18,6/28/18,100000094,100018857,NULL,100003007,100081655,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#89429
Appointment.247540,7/10/18,7/18/18,7/10/18,100000071,100003933,NULL,100004188,100035426,NULL,FirstInterview,FirstInterview,0,1,0,Subject16865
Note.1225727,6/30/18,6/30/18,6/30/18,100000004,100000995,NULL,100007611,100238469,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#90074
Note.1227610,7/5/18,7/5/18,7/5/18,100000087,100007685,100047371,100002153,NULL,NULL,Send Off,Note-Send Off,0,1,0,This is Note#91256
Appointment.246846,7/5/18,7/5/18,7/5/18,100000095,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject16729
Note.1222946,6/22/18,6/22/18,6/22/18,100000124,100024220,NULL,100000098,100141558,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#88124
Note.1225477,6/30/18,6/30/18,6/30/18,100000012,100003933,NULL,100007277,100094629,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#43415
Appointment.245075,6/23/18,7/4/18,6/23/18,100000154,100022572,100003157,100003450,100028074,NULL,Interview,Interview,0.2029438,1,5,Subject18946: This is Appointment#4906
Note.1218450,6/18/18,6/18/18,6/18/18,100000155,100018406,NULL,100002037,100075546,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.091091091,1,2,This is Note#84966
Note.1218525,6/18/18,6/18/18,6/18/18,100000029,100008003,NULL,100001516,100231858,NULL,Message - Recruiting,Note-Message - Recruiting,0.043676506,1,2,This is Note#43674
Appointment.245298,6/26/18,6/27/18,6/26/18,100000071,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject16330
Note.1221171,6/19/18,6/19/18,6/19/18,100000066,100009880,NULL,100004183,100218069,NULL,Message - Recruiting,Note-Message - Recruiting,0.057805304,1,2,This is Note#86904
Appointment.246237,7/2/18,7/4/18,7/2/18,100000041,NULL,NULL,NULL,NULL,NULL,Appointment-Client/Prospect Event,Appointment-Client/Prospect Event,0,1,0,Subject16605: This is Appointment#4959
Note.1227520,7/5/18,7/5/18,7/5/18,100000001,100028358,NULL,100000826,100180282,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.099326002,1,2,This is Note#91200
Note.1228829,7/7/18,7/7/18,7/7/18,100000066,100010527,NULL,100000828,100050108,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.057805304,1,2,This is Note#92040
Note.1222601,6/22/18,6/22/18,6/22/18,100000001,NULL,NULL,NULL,100230948,NULL,Message - General,Note-Message - General,0,1,0,This is Note#87877
Note.1228039,7/6/18,7/6/18,7/6/18,100000115,100001240,NULL,100001843,100182632,NULL,Coversation,Note-Coversation,0,1,3,This is Note#91529
Note.1227308,7/5/18,7/5/18,7/5/18,100000105,100001240,NULL,100000278,100024785,NULL,Left Message,Note-Left Message,0,1,1,This is Note#91073
Note.1227034,7/4/18,7/4/18,7/4/18,100000071,100003933,NULL,100004188,100119314,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.08178025,1,2,This is Note#90901
Note.1223548,6/26/18,6/26/18,6/26/18,100000036,100023075,NULL,100004420,100026204,NULL,Left Message,Note-Left Message,0,1,1,This is Note#88549
Note.1219925,6/15/18,6/15/18,6/15/18,100000049,100003933,NULL,100002336,100218453,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#85993
Note.1219062,6/14/18,6/14/18,6/14/18,100000164,100021854,NULL,100002002,100112410,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#81826
Note.1220505,6/16/18,6/16/18,6/16/18,100000105,100025928,NULL,100001007,100054815,NULL,Left Message,Note-Left Message,0,1,1,This is Note#86424
Note.1225530,6/30/18,6/30/18,6/30/18,100000012,100003933,NULL,100007277,100216844,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#32611
Note.1218995,6/14/18,6/14/18,6/14/18,100000144,NULL,NULL,NULL,100123894,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85322
Note.1222818,6/22/18,6/22/18,6/22/18,100000067,NULL,NULL,NULL,100071579,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.071107638,1,2,This is Note#88036
JobSubmission.35536,6/29/18,6/29/18,6/29/18,100000012,100003933,NULL,100005806,100032568,NULL,Internal Submission,InternalSubmission,0.02565006,1,1,NULL
Sendout.109376,6/18/18,6/18/18,6/18/18,100000023,100003933,100046702,100002017,100082970,NULL,Sendout,Sendout,0.192046429,1,8,NULL
Note.1221887,6/20/18,6/20/18,6/20/18,100000105,NULL,NULL,NULL,100123894,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87041
Note.1219043,6/14/18,6/14/18,6/14/18,100000023,100003933,NULL,100002017,100103594,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1219477,6/14/18,6/14/18,6/14/18,100000049,100003933,NULL,100002336,100174612,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#79629
Appointment.245887,6/29/18,7/4/18,6/29/18,100000023,NULL,NULL,NULL,NULL,NULL,Appointment-Candidate Prep/Review,Appointment-Candidate Prep/Review,0,1,0,Subject16504
Note.1227866,7/6/18,7/6/18,7/6/18,100000164,100021854,NULL,100005911,100187735,NULL,Message - Recruiting,Note-Message - Recruiting,0.054720385,1,2,This is Note#16368
Note.1227466,7/5/18,7/5/18,7/5/18,100000094,100010907,NULL,100008038,100111918,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#91162
Sendout.109449,6/16/18,6/16/18,6/16/18,100000104,100001246,100014776,NULL,100055988,NULL,Sendout,Sendout,0,1,8,NULL
Note.1220391,6/16/18,6/16/18,6/16/18,100000023,NULL,NULL,NULL,100207374,NULL,Message - General,Note-Message - General,0,1,0,This is Note#86341
Note.1217889,6/12/18,6/12/18,6/12/18,100000012,100018652,NULL,100005784,100081842,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#79501
Note.1225858,7/3/18,7/3/18,7/3/18,100000066,NULL,NULL,NULL,100184273,NULL,Message - Recruiting,Note-Message - Recruiting,0.057805304,1,2,This is Note#90168
Note.1219140,6/14/18,6/14/18,6/14/18,100000023,100003933,NULL,100004395,100027110,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1221750,6/20/18,6/20/18,6/20/18,100000068,100023035,NULL,100001851,100151259,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87274
Note.1220500,6/16/18,6/16/18,6/16/18,100000115,100026712,NULL,100008006,100057299,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85684
Appointment.244553,6/20/18,6/21/18,6/20/18,100000041,100025870,NULL,100008002,100207986,NULL,FirstInterview,FirstInterview,0,1,0,Subject16152
Note.1222014,6/21/18,6/21/18,6/21/18,100000029,100009880,NULL,100001412,100107080,NULL,Message - Recruiting,Note-Message - Recruiting,0.043676506,1,2,This is Note#79878
Note.1225878,7/3/18,7/3/18,7/3/18,100000023,100003933,NULL,100004395,100081249,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1226738,7/4/18,7/4/18,7/4/18,100000023,100003933,NULL,100002017,100040365,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#90719
Note.1220936,6/19/18,6/19/18,6/19/18,100000115,100026712,NULL,100008006,100027412,NULL,Coversation,Note-Coversation,0,1,3,This is Note#86732
Note.1220111,6/15/18,6/15/18,6/15/18,100000066,100026796,NULL,100005390,100041204,NULL,Email-Recruiting,Note-Email-Recruiting,0.086707956,1,3,This is Note#86121
Note.1220418,6/16/18,6/16/18,6/16/18,100000012,100009604,NULL,100003197,100074443,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#67870
Note.1221850,6/20/18,6/20/18,6/20/18,100000067,100004394,NULL,100005272,100086055,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#87350
Note.1224391,6/27/18,6/27/18,6/27/18,100000129,100021568,NULL,100002338,100198968,NULL,Message - Recruiting,Note-Message - Recruiting,0.069412662,1,2,This is Note#41423
Note.1224076,6/27/18,6/27/18,6/27/18,100000023,100003933,NULL,100002017,100163009,NULL,Email-Recruiting,Note-Email-Recruiting,0.072017411,1,3,This is Note#77576
Appointment.244124,6/16/18,6/19/18,6/16/18,100000023,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject16028
Note.1223707,6/26/18,6/26/18,6/26/18,100000012,100003933,NULL,100004681,100105865,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#75326
Note.1219559,6/15/18,6/15/18,6/15/18,100000094,100005728,NULL,100001792,100044164,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.083142988,1,2,This is Note#85721
Note.1222912,6/22/18,6/22/18,6/22/18,100000023,100019751,NULL,100002011,100112700,NULL,Email-Recruiting,Note-Email-Recruiting,0.072017411,1,3,This is Note#43987
Note.1225860,7/3/18,7/3/18,7/3/18,100000005,100018652,NULL,100005784,100107276,NULL,Message - Recruiting,Note-Message - Recruiting,0.071194193,1,2,This is Note#90170
Note.1227184,7/4/18,7/4/18,7/4/18,100000069,100001240,NULL,100000278,100091844,NULL,Coversation,Note-Coversation,0,1,3,This is Note#90959
Note.1221191,6/19/18,6/19/18,6/19/18,100000105,100001240,NULL,100002999,100161084,NULL,Left Message,Note-Left Message,0,1,1,This is Note#61969
Note.1219275,6/14/18,6/14/18,6/14/18,100000012,100003933,NULL,100004681,100164510,NULL,Message - Recruiting,Note-Message - Recruiting,0.05180012,1,2,This is Note#31054
Note.1225411,6/29/18,6/29/18,6/29/18,100000005,100018652,NULL,100005784,100177290,NULL,Email-Recruiting,Note-Email-Recruiting,0.10679129,1,3,This is Note#89887
JobSubmission.35651,7/6/18,7/6/18,7/6/18,100000067,100004394,NULL,100005272,100089315,NULL,Internal Submission,InternalSubmission,0.035553819,1,1,NULL
Note.1226353,7/3/18,7/3/18,7/3/18,100000005,100000995,100005073,100007611,NULL,NULL,Live Call - Business Dev,Note-Live Call- BD Current Client,0.035597097,1,1,This is Note#90473
Note.1226652,7/4/18,7/4/18,7/4/18,100000067,100009209,100056749,100000094,NULL,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#90661
JobSubmission.35411,6/22/18,6/22/18,6/22/18,100000087,100027063,NULL,100002152,100080365,NULL,Internal Submission,InternalSubmission,0,1,1,NULL
Appointment.247540,7/10/18,7/18/18,7/10/18,100000071,100003933,100041579,100004188,100035426,NULL,Interview,Interview,0.204450626,1,5,Subject16865
Note.1225319,6/29/18,6/29/18,6/29/18,100000155,100012281,NULL,100008040,100175006,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.091091091,1,2,This is Note#89820
Note.1219982,6/15/18,6/15/18,6/15/18,100000154,100018292,NULL,100001232,100057439,NULL,Email-Recruiting,Note-Email-Recruiting,0.12176628,1,3,This is Note#19315
Note.1219352,6/14/18,6/14/18,6/14/18,100000036,NULL,NULL,NULL,100238120,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85570
Note.1228364,7/6/18,7/6/18,7/6/18,100000066,100010037,NULL,100006617,100078335,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#71902
Note.1228141,7/6/18,7/6/18,7/6/18,100000075,100003933,NULL,100004141,100011840,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.068893726,1,2,This is Note#91602
Note.1224781,6/28/18,6/28/18,6/28/18,100000094,100005728,NULL,100001792,100053355,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.083142988,1,2,This is Note#89416
Note.1218647,6/18/18,6/18/18,6/18/18,100000036,100011511,NULL,100007652,100097690,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85091
Sendout.109838,7/5/18,7/5/18,7/5/18,100000189,100028711,100039680,100001266,100178416,NULL,Sendout,Sendout,0,1,8,NULL
Appointment.243357,6/12/18,7/6/18,6/12/18,100000144,NULL,NULL,NULL,NULL,NULL,Appointment-Meeting,Appointment-Meeting,0,1,0,Subject15833
Sendout.109808,7/4/18,7/4/18,7/4/18,100000008,100018652,100011858,100005784,100107276,NULL,Sendout,Sendout,0,1,8,NULL
Note.1224218,6/27/18,6/27/18,6/27/18,100000029,100008003,NULL,100002142,100229890,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.043676506,1,2,This is Note#89029
Note.1219436,6/14/18,6/14/18,6/14/18,100000129,100000828,100027200,100002432,NULL,NULL,Message - Recruiting,Note-Message - Recruiting,0.069412662,1,2,This is Note#85635
Note.1220588,6/16/18,6/16/18,6/16/18,100000105,NULL,NULL,NULL,100224469,NULL,Coversation,Note-Coversation,0,1,3,This is Note#86497
Note.1227445,7/5/18,7/5/18,7/5/18,100000023,100003933,NULL,100002017,100088737,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Sendout.109493,6/19/18,6/19/18,6/19/18,100000075,100001204,100019829,100005906,100177419,NULL,Sendout,Sendout,0.275574903,1,8,NULL
Note.1218804,6/18/18,6/18/18,6/18/18,100000068,100008371,NULL,100007656,100001162,NULL,Coversation,Note-Coversation,0,1,3,This is Note#85197
Appointment.244543,6/20/18,6/22/18,6/20/18,100000004,100000995,100005073,100007611,100166502,NULL,Interview,Interview,0,1,5,Subject16149
Note.1225476,6/30/18,6/30/18,6/30/18,100000067,100021568,NULL,100002338,100198968,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#89931
Appointment.245948,6/29/18,7/7/18,6/29/18,100000023,100003933,NULL,100002017,100108773,NULL,FirstInterview,FirstInterview,0,1,0,Subject16528: This is Appointment#2858
Note.1218867,6/18/18,6/18/18,6/18/18,100000115,100026712,NULL,100008006,100202089,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85234
Note.1222649,6/22/18,6/22/18,6/22/18,100000036,100023075,NULL,100004391,100140247,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87857
Note.1228207,7/6/18,7/6/18,7/6/18,100000129,NULL,NULL,NULL,100229170,NULL,Message - Recruiting,Note-Message - Recruiting,0.069412662,1,2,This is Note#751
Note.1220679,6/16/18,6/16/18,6/16/18,100000005,100018652,NULL,100005784,100004065,NULL,Email-Recruiting,Note-Email-Recruiting,0.10679129,1,3,This is Note#40116
Note.1220702,6/19/18,6/19/18,6/19/18,100000004,100018652,NULL,100005785,100010550,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#84970
Appointment.244363,6/19/18,6/20/18,6/19/18,100000071,NULL,NULL,NULL,NULL,NULL,Interview,Appointment-Interview,0,1,0,Subject16104
Sendout.109414,6/15/18,6/15/18,6/15/18,100000012,100003933,100024740,100007277,100097781,NULL,Sendout,Sendout,0.205200479,1,8,NULL
Note.1221557,6/20/18,6/20/18,6/20/18,100000001,100024220,NULL,100000098,100034691,NULL,Email-Recruiting,Note-Email-Recruiting,0.148989003,1,3,This is Note#87152
Note.1219723,6/15/18,6/15/18,6/15/18,100000005,100018652,NULL,100002718,100196280,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0.071194193,1,2,This is Note#85842
Note.1218543,6/18/18,6/18/18,6/18/18,100000164,100021854,NULL,100002002,100202306,NULL,Email-Recruiting,Note-Email-Recruiting,0.082080577,1,3,This is Note#85021
Note.1219694,6/15/18,6/15/18,6/15/18,100000012,100003933,NULL,100005806,100164510,NULL,Internal Submission-Duplicate,Note-Internal Submission-Duplicate,0,1,0,This is Note#85820
Sendout.109667,6/27/18,6/27/18,6/27/18,100000087,100028067,100014862,100004394,100074072,NULL,Sendout,Sendout,0,1,8,NULL
Note.1228854,7/9/18,7/9/18,7/9/18,100000109,100018652,NULL,100005784,100005186,NULL,Live Call - Recruiting,Note-Live Call - Recruiting,0,1,2,This is Note#92060
Note.1222424,6/21/18,6/21/18,6/21/18,100000068,100026712,NULL,100008006,100186814,NULL,Coversation,Note-Coversation,0,1,3,This is Note#87755
Note.1224203,6/27/18,6/27/18,6/27/18,100000071,100025814,NULL,100001525,100124338,NULL,Message - Recruiting,Note-Message - Recruiting,0.08178025,1,2,This is Note#89017
Note.1227512,7/5/18,7/5/18,7/5/18,100000115,100001240,NULL,100001843,100075941,NULL,Left Message,Note-Left Message,0,1,1,This is Note#91195
Sendout.109704,6/28/18,6/28/18,6/28/18,100000104,100001106,100041260,100004718,100155039,NULL,Sendout,Sendout,0,1,8,NULL
Note.1225194,6/29/18,6/29/18,6/29/18,100000087,NULL,NULL,NULL,100151661,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#89724
Note.1228019,7/6/18,7/6/18,7/6/18,100000068,100023075,NULL,100003865,100083294,NULL,Coversation,Note-Coversation,0,1,3,This is Note#91514
Note.1227696,7/5/18,7/5/18,7/5/18,100000068,100008365,NULL,100006334,100177751,NULL,Left Message,Note-Left Message,0,1,1,This is Note#91809
Note.1217888,6/12/18,6/12/18,6/12/18,100000023,100003933,NULL,100004395,100105721,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#30035
Note.1220029,6/15/18,6/15/18,6/15/18,100000105,100001240,NULL,100002999,100181958,NULL,Left Message,Note-Left Message,0,1,1,This is Note#86067
Note.1228224,7/6/18,7/6/18,7/6/18,100000109,NULL,NULL,NULL,100203582,NULL,Email-Recruiting,Note-Email-Recruiting,0,1,3,This is Note#91651
Note.1219155,6/14/18,6/14/18,6/14/18,100000067,100004394,NULL,100005272,100082963,NULL,Email-Recruiting,Note-Email-Recruiting,0.106661457,1,3,This is Note#5609
Note.1219582,6/15/18,6/15/18,6/15/18,100000094,100005728,NULL,100001792,100126100,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#85740
Note.1221968,6/21/18,6/21/18,6/21/18,100000068,100026712,NULL,100008006,100112385,NULL,Left Message,Note-Left Message,0,1,1,This is Note#87443
Appointment.244475,6/20/18,6/23/18,6/20/18,100000049,100003933,100009229,100003867,100239124,NULL,Interview,Interview,0,1,5,Subject16187
Note.1224909,6/28/18,6/28/18,6/28/18,100000071,100015567,NULL,100003442,100178148,NULL,2nd+ Interview,Note-2nd+ Interview,0,1,0,This is Note#89503
Note.1222161,6/21/18,6/21/18,6/21/18,100000049,100003933,NULL,100002336,100234944,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#79629
Note.1224722,6/28/18,6/28/18,6/28/18,100000023,100003933,NULL,100002017,100234212,NULL,Message - Recruiting,Note-Message - Recruiting,0.048011607,1,2,This is Note#23318
Note.1218303,6/12/18,6/12/18,6/12/18,100000029,100009880,NULL,100001412,100091030,NULL,Message - Recruiting,Note-Message - Recruiting,0.043676506,1,2,This is Note#71217
Note.1219480,6/14/18,6/14/18,6/14/18,100000115,100023035,NULL,100001520,100069590,NULL,Left Message,Note-Left Message,0,1,1,This is Note#85664
JobSubmission.35250,6/14/18,6/14/18,6/14/18,100000087,100028067,NULL,100005888,100033711,NULL,Internal Submission,InternalSubmission,0,1,1,NULL
Note.1226352,7/3/18,7/3/18,7/3/18,100000008,NULL,NULL,NULL,100040453,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#90472
Note.1228259,7/6/18,7/6/18,7/6/18,100000005,100000995,NULL,100007611,100082534,NULL,Message - Recruiting,Note-Message - Recruiting,0.071194193,1,2,This is Note#91674
Note.1225242,6/29/18,6/29/18,6/29/18,100000004,100000995,NULL,100007611,100218111,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#89764
Note.1225275,6/29/18,6/29/18,6/29/18,100000094,100015567,NULL,100003445,100105320,NULL,Message - Recruiting,Note-Message - Recruiting,0.083142988,1,2,This is Note#89788
Note.1227617,7/5/18,7/5/18,7/5/18,100000115,100001240,NULL,100001843,100102472,NULL,Coversation,Note-Coversation,0,1,3,This is Note#91261
Note.1220826,6/19/18,6/19/18,6/19/18,100000049,100003933,NULL,100003867,100127510,NULL,Message - Recruiting,Note-Message - Recruiting,0,1,2,This is Note#81777
Note.1225504,6/30/18,6/30/18,6/30/18,100000012,100003933,NULL,100004687,100145184,NULL,Email-Recruiting,Note-Email-Recruiting,0.07695018,1,3,This is Note#89947
Note.1220307,6/16/18,6/16/18,6/16/18,100000128,100007887,NULL,100001523,100204424,NULL,Left Message,Note-Left Message,0,1,1,This is Note#86273
Note.1221718,6/20/18,6/20/18,6/20/18,100000041,100025870,NULL,100008002,100219289,NULL,Message - Recruiting,Note-Message - Recruiting,0.097547903,1,2,This is Note#87255
Note.1220602,6/16/18,6/16/18,6/16/18,100000129,100004394,NULL,100005272,100240419,NULL,Message - Recruiting,Note-Message - Recruiting,0.069412662,1,2,This is Note#86504
